source,target,relation,directed,n_cit,category,n_docs_src,n_docs_tgt,evidence
compaction during burial,volume,impacts,True,0,A_or_B_same_chunk,11,31,"[{""doc"": ""1-s2.0-S0040195109002819-main"", ""tier"": ""same_chunk"", ""snip"": ""basinward- verging thrust imbricates and multiple detachment levels (Briggs et al., 2006). The main difference between salt and shale comes from their rheology. Salt rheology does not change with temperature, depth of burial or strain. Its rheological behavior does not vary much through time and spa""}, {""doc"": ""1-s2.0-S0040195109002819-main"", ""tier"": ""same_chunk"", ""snip"": ""or compaction during burial or horizontal compression of tectonic origin. They also result from an increase in the volume of pore ﬂuid resulting from thermal dilation, mineralogical transformation (smectite to illite) and hydrocarbon generation (for example, production of thermogenic gas at depths o""}, {""doc"": ""1-s2.0-S0040195109002819-main"", ""tier"": ""same_chunk"", ""snip"": ""the Ventout area (BE01 sand, produced by Sifraco, France). Sands of various grain sizes were used. The properties are summarized in Table 1. For the ﬂuid, Mourgues and Cobbold (2006b) showed that it is impossible to achieve a proper scaling of transitory phenomena in a Table 1 Permeability of model ""}]"
triggering turbidity current,loss of mass,impacts,True,0,A_direct,19,35,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_sentence"", ""snip"": ""Mass-transport deposit (MTD) is a general term that refers to all slumps, slides, and debris flows generated and emplaced by gravity-controlled processes except for turbidity currents.""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_sentence"", ""snip"": ""Mass-transport deposit (MTD) is a general term that refers to all slumps, slides, and debris flows generated and emplaced by gravity-controlled processes except for turbidity currents.""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_sentence"", ""snip"": ""As a result, the margin has been dominated by mass-transport processes even though buried shelf channels fed into canyon heads and some incipient turbidity-current channels developed (Carlson and Karl, 1988).""}]"
trigger turbidity current at stop,loss of mass,impacts,True,0,A_direct,18,35,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_sentence"", ""snip"": ""Mass-transport deposit (MTD) is a general term that refers to all slumps, slides, and debris flows generated and emplaced by gravity-controlled processes except for turbidity currents.""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_sentence"", ""snip"": ""Mass-transport deposit (MTD) is a general term that refers to all slumps, slides, and debris flows generated and emplaced by gravity-controlled processes except for turbidity currents.""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_sentence"", ""snip"": ""As a result, the margin has been dominated by mass-transport processes even though buried shelf channels fed into canyon heads and some incipient turbidity-current channels developed (Carlson and Karl, 1988).""}]"
flow direction,principal direction,impacts,True,0,A_direct,35,32,"[{""doc"": ""A.I. Chemenda, T. Bois ⁎, S. Bouissou, E. Tric"", ""tier"": ""same_sentence"", ""snip"": ""The roller condition at the model bottom means that the model bottom is free to move in the horizontal direction that simulates the effect of the inﬁnitely thick object: the model bottom, which is an artiﬁcial (not natural) boundary, is not attached to the inﬁnitively rigid basis (is not ﬁxed) but t""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_sentence"", ""snip"": ""Directionality (D) highlights the variabil- ity of MTD strata in specific directions.""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_sentence"", ""snip"": ""Directionality (D) highlights the variabil- ity of MTD strata in specific directions.""}]"
topography confinement downwards,BS median slope,impacts,True,0,A_direct,21,36,"[{""doc"": ""A.I. Chemenda, T. Bois ⁎, S. Bouissou, E. Tric"", ""tier"": ""same_chunk"", ""snip"": ""Numerical modelling of the gravity-induced destabilization of a slope: The example of the La Clapière landslide, southern France A.I. Chemenda, T. Bois ⁎, S. Bouissou, E. Tric Geosciences Azur, Université de Nice Sophia-Antipolis and CNRS, Valbonne, France a b s t r a c t a r t i c l e i n f o Artic""}, {""doc"": ""A.I. Chemenda, T. Bois ⁎, S. Bouissou, E. Tric"", ""tier"": ""same_chunk"", ""snip"": ""evolution. © 2009 Elsevier B.V. All rights reserved. 1. Introduction Gravitational instability of topography results from the interplay of different processes. The most important seems to be the weathering and alteration caused by climatic factors and ﬂuid circulation within the massif and dependent""}, {""doc"": ""A.I. Chemenda, T. Bois ⁎, S. Bouissou, E. Tric"", ""tier"": ""same_chunk"", ""snip"": ""results in a progressive reduction of both horizontal and vertical sizes of the sliding shallow unit (Fig. 5); and at ϕ ≥45°, the shallow sliding does not occur at all (even at c=0). But deep normal faulting resulting in crest sagging is still active (it is not displayed in Fig. 5B as the γ̅p value ""}]"
flow behavior: elastic,BS median slope,impacts,True,0,A_direct,27,36,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""most MTD sheets generated by such failures are relatively thin (120 to 300 ms) and have short run-out distances of 5 to 35 km across the abyssal seafloor adjacent to the slope (Table 1; Goldfinger et al., 2000; Nelson et al., 2000). These short run-out distances (Figs. 5, 6) contrast with MTD sheets""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""et al., 2005). In our later discussion on the Gulf of Mexico margin, we observe that MTD sheets have run-out lengths from 300 to 450 km across the Mississippi Fan surface (Table 1). Geotechnical engineers have recently hypothesized that con- tinental slopes of seismically active margins may develop ""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""nel complexes of Mississippi Fan (Fig. 16; Table 1). The interme- diate-scale MTD lobes underlie nine of the 17 major channel systems of the fan (Fig. 16; Weimer, 1990). Although sometimes fan-shaped, these MTD lobes are typically elongate, parallel to channel–levee systems, and extend about 100–200""}]"
seafloor shapes and dip variations,plunging pool effect,impacts,True,3,C_absent,21,0,[]
plunging pool effect,plunging pool indicator,impacts,True,3,C_absent,0,5,[]
plunging pool effect,erosion of underlying material,impacts,True,0,C_absent,0,20,[]
existing geomorphology,plunging pool effect,impacts,True,1,C_absent,25,0,[]
flow velocity and energy,plunging pool effect,impacts,True,0,C_absent,10,0,[]
source domain in basin,initial aspect ratio and top of mass slope angle,impacts,True,0,A_direct,22,34,"[{""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""syncline or sourced from the frontal limb of the SDA. N1 exploited and widened the CLC in the northern region. (d) C1 traversed the DA creating a through-going composite surface that connected the basin-low and the syncline. This surface amalgamated with the basal surface in the southern region crea""}, {""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""burial histories, which are commonly used to evaluate the timing of hydrocarbon generation and expulsion. It can also inﬂuence the prediction of the characteristics and distribution of the sedimentary pack- ages downdip of the MTCs. Furthermore, the presence of coalescing MTCs can introduce lateral ""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""shown by Huvenne et al. (2002), from a MTC in the Porcupine basin, offshore SW Ireland, to be related to extensional fracturing and the break up of material into blocks. The presence of relatively small extensional faults which are both parallel and perpendicular to presumed principal stress directi""}]"
remobilization,multiple terracing downslope,impacts,True,1,A_or_B_same_chunk,5,26,"[{""doc"": ""Dos-Reis-et-al-2016-MPG"", ""tier"": ""same_chunk"", ""snip"": ""12 for location. A.T. Reis et al. / Marine and Petroleum Geology 75 (2016) 29e52 44 Miocene e gravity tectonics and mass wasting (Figs. 3, 4 and 18). Unfortunately, however, the available chronostratigraphic database does not provide sufﬁcient accurate age data to enable us to determine the precise ""}]"
triggering cascading mass movements,multiple terracing downslope,related_to,False,0,A_direct,28,26,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""Mass-transport deposit (MTD) is a general term that refers to all slumps, slides, and debris flows generated and emplaced by gravity-controlled processes except for turbidity currents. MTDs include movement and emplacement by brittle deformation (slides), plastic deformation (slumps), and plastic or""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""2.2 Ma in a frontal wedge-toe position (Strasser et al., 2011). Splay-fault movement was initiated at about 1.95 Ma in the lower part of the wedge. Ongoing megasplay slip occurs since about 1.55 Ma (Strasser et al., 2009). As a result of the complex interaction between fault-propagation folding, sea""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""the wide distribution of D in this MTD. 816 Mass-Transport Deposits and Seismic Texture downslope movement (e.g., Mosher et al., 2004), tend to present higher E, but variable D. Internal features will preferentially follow the direction of prevalent fabric or secondary directions of frac- tures asso""}]"
upward connection to other MTDs,multiple terracing downslope,related_to,False,0,A_direct,27,26,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""Mass-transport deposit (MTD) is a general term that refers to all slumps, slides, and debris flows generated and emplaced by gravity-controlled processes except for turbidity currents. MTDs include movement and emplacement by brittle deformation (slides), plastic deformation (slumps), and plastic or""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_sentence"", ""snip"": ""In summary, evidence from sonographs, seafloor mor- phology, seismic facies, and sediment lithology indicates that extensive sheets of multiple, thick MTDs extend downstream from the gigantic canyon mouths for more than 250 km across the abyssal seafloor (Figs.""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_sentence"", ""snip"": ""Transparent upper section in the profile consists of MTDs, as shown by multiple cores from the MTD sheet (Nelson et al., 1991).""}]"
initial potential energy of mass,erosion of underlying material,impacts,True,1,A_or_B_same_chunk,28,20,"[{""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""erosion of the scarp. Many MTCs, for example the Storegga Slide, develop in a retrogressive fashion, with sequential failure back-stepping upslope and creating a series of headwall scarps (Gauer et al., 2005). Scarp heights and lengths vary, from <10 m in height and tens of meters across, to example""}, {""doc"": ""Moscardelli_and_Wood_2008"", ""tier"": ""same_chunk"", ""snip"": ""Kolla, 2003; Weimer & Shipp, 2004; Moscardelli et al., 2006). These basal erosional surfaces can also contain features termed cat-claw scours (Moscardelli et al., 2006) or monkey ¢ngers (McGilvery & Cook, 2003), which are composed of a series of smaller, shallow, radiat- ing scours, whose apex is us""}, {""doc"": ""RichardsonetalBasinResearch2011-online (1)"", ""tier"": ""same_chunk"", ""snip"": ""of them (Fig. S1a and b). Mass transport deposit lateral ramps are curved and sigmoidal in plan view beside mud volcano edi¢ces (Fig. 6a).The deposit thickens up-dip of the mudvolcano, extending beyond its lateral scarp and overlying the stable lakebed. Amplitude extractions reveal £ow unit bound- a""}]"
erosion of underlying material,lateral erosive walls,impacts,True,1,A_direct,20,11,"[{""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""20 2.5 km 100 S1 outline 2.5 km D MC LAD 5 km 60 20 100 D MC S2 outline LAD 5 km 20 MC LAD D 100 5 km 60 80 0.5 1 0 Variance 0 100 200 300 Thickness (m) S3 (a) Underlying channel (a) (a) D: Debrites Low-amplitude debrites LAD: Megaclasts (MC) N N MC LAD D D S4 5 km Underlying channel N N N N Souther""}, {""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""of the deposit to the SW and its southwestern termination against S5 suggest deposition from a SW- directed ﬂow. Centralregion Only one laterally extensive MTC (C1) is developed in the central region. C1 overlies a major erosion surface that trends along the syncline, cross-cuts the downdip anti- cl""}, {""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""Variance extraction at the base of N1 overlain by seismic facies maps for N1 and N2, which are mainly composed of facies 1. Note the arcuate scarps (AS) visible on the variance extraction. (b) Seismic line along the northern region. N1 and N2 traverse the northern downdip anticline (NDA); the strati""}]"
triggering cascading mass movements,BS ramps,impacts,True,2,A_direct,28,27,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""considers the full spectrum of amplitudes within hemipelagites and continuous strata con- fining the MTDs to which the CDE method is applied. This same algorithm converts absolute values of C, D, and E in a constant sum, a necessary condition to represent CDE values in ternary plots (Figure 8). MAPP""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""1984; Masson et al., 1993; Bøe et al., 2000; Laberg et al., 2000; Laberg and Vorren, 2000; Haﬂidason et al., 2004; Wilson et al., 2004; Frey Martinez et al., 2005, 2006; Gee et al., 2005; Schnellmann et al., 2005; Lastras et al., 2006) and the study of ancient outcrops (Farrell, 1984; Martinsen and ""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""comprises the main translated body of the MTC, between the up and downslope extremes (Fig. 2). The movement of the failed material downslope across the basal shear surface can lead to intense deformation (Martinsen,1994), and the formation of a variety of features which can provide kinematic informa""}]"
